meta_historique;id;millesime;num_site;name;name_impression;description;animations;condition_acces;unesco;monument_historique;musee_national;parcours;adresse;logo;tarifs;www;accessibilite;info_mail;info_tel;resa_mail;resa_tel;meta_datcreat;meta_datmaj;meta_datsupp;meta_insee;meta_siren;meta_source;meta_licence;meta_observations;meta_genealogie;meta_mairie_quartier;geocod_methode;geocod_fiability;geocod_real_address;meta_actif;nom_fic;lamb93_x;lamb93_y;gps_x_long;gps_y_lat;latitude;longitude
;260;2015;10;LE PROJET DE RECONVERSION DU TRI POSTAL, UN FUTUR CHANTIER EMBLEMATIQUE;;Depuis près d'un an, le tri-postal est en ébullition permanente accueillant, à l'initiative des associations CASA et HAS, différentes manifestations, résidences artistiques, spectacles et activités ouvertes à tous et à toutes, avec une attention particulière donnée aux personnes en grande précarité. C'est un projet ambitieux qui s'y prépare et s'y expérimente au fil des mois : à terme un centre d'hébergement, un espace de restauration, des logements, une salle de spectacle mais aussi une crèche, des ateliers et un espace de travail partagé sont projetés dans cet ancien centre de tri. ;Visite guidée du site par d'anciens salariés du Tri et d'anciens hébergés d'HAS. Visite de la friche, ateliers, musiques, et ... une surprise vous attend : le lancement d'une action citoyenne hors du commun ! Festivités diverses.;samedi uniquement de 10h à 22h30. Rendez vous 5 bis avenue du blanchissage.;f;;f;2015 : les inédits ;5 bis avenue du Blanchissage;;gratuit;;;;06 13 09 30 64;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Ouest;manuelle;1.0;;t;84007-journeesPatrimoine2015;844708.1866503904;6317552.087471257;4.802528010282299;43.942106375977765;43.942106375977765;4.802528010282299
;261;2015;11;DECOUVERTE DU PATRIMOINE ENVIRONNEMENTAL ET RURAL DE LA CEINTURE VERTE;;"L’association « Le Moulin Notre-Dame » vous propose une promenade à pied dans l’espace rural d’Avignon sud. L’itinéraire élaboré vous fera découvrir la richesse de son patrimoine naturel et agricole. Lors de cette promenade, l’histoire de la ville et de l’agriculture sera abordée sous l’angle des paysages agricoles et naturels du sud d’Avignon, commentés au gré de haltes successives. Au retour, quelques panneaux dans le moulin Notre-Dame complèteront les découvertes de la matinée (histoire de l’agriculture, du moulin, du canal Puy, de la chapelle St Gabriel...).
Si vous souhaitez prolonger la discussion, prévoyez quelques boissons et grignotages à partager.
";;samedi et dimanche à 9h30 (durée environ 2h). ;f;;f;2015 : les inédits ;Rendez -vous Moulin Notre-Dame, croisement de l’avenue du Moulin Notre-Dame, de l’avenue de la Bouquetière (face au restaurant Le Diapason). Prévoir des chaussures confortables.;;gratuit;;;lemoulindenotredame@gmail.com;06.87.29.13.43;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Sud rocade;manuelle;1.0;;t;84007-journeesPatrimoine2015;846239.4416920863;6315535.394184478;4.821015825842753;43.92364564313057;43.92364564313057;4.821015825842753
;262;2015;12;HÔTEL DE VILLE;;Construit de 1845 à 1856 autour de la Tour du Jacquemart, seul vestige de l'ancienne livrée cardinalice d'Albano (XIVe siècle), l’Hôtel de ville est le siège de l’administration communale et le lieu de la démocratie locale et citoyenne. La salle des Fêtes se distingue par son décor Second Empire. Point d’accueil des Journées Européennes du Patrimoine. Classé monument historique.;"Visite libre. Visites guidées de l'Antichambre, de la salle des Fêtes et de la salle du Conseil Municipal, samedi à 11h, 14h et 16h ; dimanche à 12h20, 14h et 16h. Spectacle «  La surprise du ménestrel » : une ascension chorégraphique et poétique de l’Hôtel de Ville, dimanche uniquement de 12h à 12h20, sur la place de l’Horloge. ";samedi et dimanche de 10h à 18h.;f;;f;Sites et Monuments;Place de l'Horloge;;gratuit;avignon.fr;;;;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;844923.0549444042;6318356.89112631;4.805432714637332;43.949303242408575;43.949303242408575;4.805432714637332
;263;2015;50;L’ ÉGLISE DES CÉLESTINS ET LA PLACE DES CORPS SAINTS;;"L’ancien couvent des Célestins a été fondé par le pape Clément VII et le roi de France Charles VI, à l’extrême fin du XIVe siècle, à l’endroit exact où se trouvait le tombeau du Bienheureux Pierre de Luxembourg. Il fut l’un des ensembles religieux les plus riches de la cité, avant d’être successivement transformé, aux XIXe et XXe s. en pénitencier militaire, en caserne puis en locaux administratifs.
Visite guidée de l’église des Célestins, de la Chapelle Saint-Michel et
de la place des Corps Saints. Durée 1h.";;RV samedi et dimanche à 11h30, 14h30 et 16h ;f;;f;Visites patrimoniales;devant l’église des Célestins, place des Corps Saints;;gratuit;;;;;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;845108.5758440688;6317744.506802091;4.807568494396128;43.943755258692285;43.943755258692285;4.807568494396128
;264;2015;13;MEDIATHEQUE CECANNO;;Installée dans l’ancienne livrée du cardinal Annibal Ceccano remarquablement conservée (XIVe s.), transformée au XVIe s. en collège des Jésuites. Peintures et plafonds peints au XIVe s. Abrite les collections patrimoniales de la Bibliothèque municipale d'Avignon. Classé monument historique.;Visite libre du bâtiment. Attention, le dimanche les espaces jeunesse et musique seront fermés au public, pas de prêt de livres le dimanche. Visite guidée du bâtiment abritant la bibliothèque Ceccano : la livrée cardinalice du XIVe siècle, le collège des Jésuites du XVIe siècle, le lycée du XXe siècle, la bibliothèque du XXIe siècle dimanche à 11h, 14h, et 16h, dans la limite des places disponibles (25 pers). Visite guidée des fonds patrimoniaux par les conservateurs. Visite d’un magasin de conservation et présentation de documents patrimoniaux samedi à 11h, 14h, 16h et dimanche 15h, 17h dans la limite des places disponibles (20 pers.). Exposition « Itinéraires d’écriture arable ». Présentation de documents anciens en écriture arabe « Trésors de l’écriture arabe », issus du fonds patrimonial de la bibliothèque Ceccano, samedi à 15h et 17h. Atelier de calligraphie arabe, animé par une spécialiste, à destination des enfants, dimanche à 14h et 16h.;samedi et dimanche de 10h à 18h. Accès handicapés moteurs partiel.;f;;f;Sites et Monuments;2 bis rue Laboureur;;gratuit;;;;;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;845010.8734405345;6318017.160479992;4.806429558363723;43.946228516002265;43.946228516002265;4.806429558363723
;265;2015;14;ARCHIVES MUNICIPALES;;Les Archives municipales d'Avignon sont installées dans le plus ancien Mont-de-Piété de France (1610). Un petit musée y présente des collections du Mont-de-piété et de la Condition des soies.;Ouverture de l’exposition Connus et moins connus – Portraits. Cour des archives, rues Saluces, du Mont-de-Piété, de la Croix. Accueil et renseignement des visiteurs dans les espaces suivants : - Musée du Mont-de-Piété et de la Condition des Soies,  Salle de lecture pour démonstrations de fonctionnement du site Internet, Pôle iconographique (1er étage) : traitement des documents figurés, - Réserve (1er étage) : présentation de documents et des missions du service des Archives.;samedi et dimanche de 14h à 18h. Accès handicapés moteurs partiel.;f;;f;Sites et Monuments;6 rue Saluces;;gratuit;archives.avignon.fr;;;04.90.86.53.12;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;845346.4594162795;6318455.544371351;4.810733764834121;43.95010360891938;43.95010360891938;4.810733764834121
;266;2015;15;ARCHIVES DEPARTEMENTALES DE VAUCLUSE;;Les Archives départementales de Vaucluse sont installées depuis 1883 dans la partie nord du Palais des papes (palais gothique du XIVe siècle). Classé monument historique.;"Visite libre des Archives. Conférence : « Les archives : la fabrique d’un patrimoine », samedi 14h -18h et dimanche 13h - 18h. Exposition : « Max Bourgoin, un architecte en Vaucluse », samedi et dimanche 13h – 18h. Focus sur « des productions plastiques de lycéens : un patrimoine en devenir », dimanche 13h – 18h. Inscription nécessaire pour la conférence :
 Courriel : archives84@cg84.fr
 Téléphone : 04.90.86.71.72
";samedi et dimanche de 13h à 18h.;t;;f;Sites et Monuments;Palais des papes - Place du palais;;gratuit;archives.vaucluse.fr;;archives84@cg84.fr;04.90.86.16.18 – 04.90.86.71.53 – 04.90.86.71.60;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;845059.5939915865;6318543.987034513;4.807186442116591;43.95095849211742;43.95095849211742;4.807186442116591
;267;2015;16;PALAIS DU ROURE;;Ancien Hôtel de Baroncelli-Javon (XVe s.), transformé en « Villa Médicis provençale ». A la fois musée, centre d'archives et de documentation et bibliothèque, le Palais du Roure possède des collections traitant de la Provence, de la latinité, de l'archéologie nationale et de la Guerre de 1914-1918. Classé monument historique.;Exposition : « Jean-Henri Fabre félibre et savant (1823-1915) »Jean-Henri Fabre, fameux de par le monde pour ses recherches exceptionnelles sur les insectes et pour ses écrits nombreux et extrêmement pédagogiques, fut aussi un touchant poète en langue provençale et résida à Avignon pendant près de 20 ans. - Exposition : « Boutis d’aujourd’hui » : Présentée par Marie Silvestre, Aiguille d’or, Chapelle des Baroncelli (Aux heures d’ouverture du Palais du Roure), - Rencontre avec L’Oustau d’Avignoun et les associations provençales. Présentation des activités et publications. Salle de l’antichambre, (Aux heures d’ouverture du Palais du Roure).;samedi et dimanche de 10h à 13h et de 14h à 18h.;f;;f;Sites et Monuments;3 rue Collège du Roure;;gratuit;http://www.avignon.fr/fr/culture/musees/roure.php;;;04.90.80.80.88;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;844933.8442975271;6318271.640742092;4.8055427999999925;43.94853400002231;43.94853400002231;4.8055427999999925
;268;2015;17;MUSEE DU PETIT PALAIS;;Installé dans l’ancien palais des archevêques dont la construction commence au début du XIVe siècle lors de l’installation de la papauté à Avignon, le musée du Petit Palais jouit d’un emplacement prestigieux sur la place du Palais des Papes, au cœur du périmètre du site classé au patrimoine mondial de l’UNESCO. Ouvert depuis 1976, le musée présente des collections provenant de deux origines distinctes : la collection de peintures italiennes rassemblées par le marquis Campana dans la première moitié du XIXe siècle et constituant un dépôt exceptionnel du musée du Louvre et un ensemble de peintures et sculptures provençales du Moyen Âge déposées par la Fondation Calvet. Classé monument historique.;Visite guidée par le conservateur et son adjointe, samedi et dimanche à 10h et à 14h.  Visite libre des collections permanentes et de l’exposition : Les dossiers du Petit Palais #2. Piété populaire en Italie au Moyen Âge : La bannière de saint Blaise de Niccolò da Foligno.;Samedi et dimanche de 10h à 13h et de 14h à 18h.;t;;t;Sites et Monuments;Place du Palais;;gratuit;petit-palais.org;;;04.90.86.44.58;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;845011.5202745146;6318725.264562948;4.80663939999999;43.95259940002227;43.95259940002227;4.80663939999999
;269;2015;18;MUSEE D'HISTOIRE NATURELLE (MUSEE REQUIEN);;Ancien Hôtel de Raphaélis de Soissans (XVIIIe s.). Musée créé par Esprit Requien en 1840. Le Musée d’Histoire naturelle d’Avignon porte le nom d’Esprit Requien (1788-1851) qui fût un naturaliste célèbre du XIXe s. Botaniste, il constitua un herbier qui est considéré de nos jours comme une référence internationale du fait de la présence de nombreux taxons ayant permis de définir des espèces nouvelles.;Visite libre de l’exposition : « Le loup, le retour ! De la réputation à la réalité ». Porteur d’un fort symbolisme, longtemps diabolisé et combattu puis disparu de nos paysages et de notre mémoire, le loup est de retour en France et en Vaucluse avec son cortège de conflits et d’affrontements entre défenseurs de la Nature et éleveurs. Le Muséum Requien a réuni tous les éléments permettant de mieux comprendre ce prédateur ainsi que les enjeux économiques liés à sa présence.;samedi et dimanche de 10h à 13h et de 14h à 18h. Accès handicapés moteurs partiel.;f;;t;Sites et Monuments;67 rue Joseph Vernet;;gratuit;museum-avignon.org;;;04.90.82.43.51;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;844770.1587528733;6318069.370246208;4.803446822528538;43.94674777611565;43.94674777611565;4.803446822528538
;270;2015;19;MUSEE CALVET;;Dans l’Hôtel de Villeneuve-Martignan (XVIIIe s.) s’exposent les collections de beaux-arts de la Ville : peintures, sculptures et objets d’art, du XVe au XXe s. Classé monument historique .;Visites guidées par le conservateur : samedi et dimanche à 11h. ;samedi et dimanche de 10h à 13h et de 14h à 18h.;f;;t;Sites et Monuments;65 rue Joseph Vernet ;;gratuit;musee-calvet-avignon.com;;;04.90.86.33.84;;;20180801155108;20180801155108;;84007;218400075;Mairie Avignon / Pôle Vivre Ensemble / DPT Culture;LO;;Tableau XLS du service métier, intégration et gécodage SIG;Avignon Intra muros;manuelle;1.0;;t;84007-journeesPatrimoine2015;844767.3359624147;6318096.894525303;4.803419500000007;43.946996000022295;43.946996000022295;4.803419500000007
