id;libelle;txt;lib_ref_merimee;lib_num_mh;lib_datation;lib_prescription_particuliere;lib_adresse;lib_url_merimee;lib_protection;lib_patrimoine_mondial;lib_autre_nom;lib_url_photo;lib_ref_cadastrale;meta_insee;meta_siren;meta_datcreat;meta_datmaj;meta_datsupp;meta_source;meta_genealogie;meta_resolution;meta_observations;etiq_x;etiq_y;meta_actif;lamb93_x;lamb93_y;gps_x_long;gps_y_lat;latitude;longitude
"35";"Hôpital Sainte-Marthe";"Hôpital Sainte-Marthe";"PA00081837";"";"";"-Hôpital en totalité à l'exception des parties contemporaines et des bâtiments situés au sud de la balustrade (cad. DN 875) : inscription par arrêté du 13 septembre 1988-Vestibule et grand escalier ; le jardin y compris la balustrade et les plantations : inscription par arrêté du 23 mai 1951-Façade et chapelle : inscription par arrêté du 22 février 1927";"34 boulevard Limbert";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081837";"Inscrit";"";"Hôpital Sainte-Marthe (ancien)";"";"1998 DN 875";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845923.1781985107";"6318481.954341068";"4.817923597434746";"43.95022197983663";"43.95022197983663";"4.817923597434746"
"36";"Maison";"Maison";"PA00081927";"";"";"Façades et toitures sur la place de la maison sise place du Palais n°15 : inscription par arrêté du 16 mai 1927";"15 place du Palais-d'Avignon";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081927";"Inscrit";"";"Maison 15, place du Palais";"";"1998 DI 322";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844987.1720109056";"6318561.950457048";"4.806289625320524";"43.95113502626152";"43.95113502626152";"4.806289625320524"
"37";"Hôtel de Chanciergues";"Hôtel de Chanciergues";"PA00081846";"46";"";"Façades et couvertures : inscription par arrêté du 23 novembre 1949";"25 rue de la Petite-Fusterie ; 17 rue Saint-Étienne";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081846";"Inscrit";"";"Hôtel de Chanciergues";"";"1998 DI 385, 387";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844836.9929157456";"6318470.378151423";"4.804393239960351";"43.950342021221346";"43.950342021221346";"4.804393239960351"
"38";"Chapelle Notre-Dame-des-Fours et collège Saint-Nicolas";"Chapelle Notre-Dame-des-Fours et collège Saint-Nicolas";"PA00081824";"";"";"-Ancienne chapelle Notre-Dame des Fours et l'ancien collège Saint-Nicolas d'Annecy dit également collège des Savoyards ou Grand Collège, en totalité, y compris le sol des cours intérieures, (cad. DH 129, 131 et 132) : inscription par arrêté du 17 septembre 1997 - Façades sur cour et couvertures : inscription par arrêté du 28 octobre 1949";"17 rue du Collège-d'Annecy";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081824";"Inscrit";"";"Collège Saint Nicolas d'Annecy (ancien)";"";"1998 DH 129, 131, 132";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844871.8777663216";"6317951.831495535";"4.804680068084075";"43.94566933404802";"43.94566933404802";"4.804680068084075"
"39";"Immeuble";"Immeuble";"PA00081884";"";"";"Les façades et toitures des immeubles sis sur le côté droit de la rue de la Balance et portant les numéros pairs de 2 à 52 : inscription par arrêté du 20 novembre 1942";"Rue de la Balance";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081884";"Inscrit";"";"Hôtel 18, rue de la Balance";"";"1998 DI 320";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844946.378785871";"6318527.962063951";"4.805771907651187";"43.95083761868694";"43.95083761868694";"4.805771907651187"
"52";"Hôtel de Raousset-Boulbon";"Hôtel de Raousset-Boulbon";"PA00081870";"";"";"Façade sur rue et la fontaine de la cour de l'hôtel de Raousset-Boulbon : inscription par arrêté du 28 octobre 1949";"33 rue Joseph-Vernet";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081870";"Inscrit";"";"Hôtel de Raousset-Boulbon";"";"1998 DI 410";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844768.074546746";"6318266.806568636";"4.803477032949823";"43.94852459588993";"43.94852459588993";"4.803477032949823"
"40";"Lycée";"Lycée";"PA00081918";"10";"";"-Chapelle du Lycée d'Avignon : classement par décret du 21 juin 1928-Arceau du lycée enjambant la rue : inscription par arrêté du 07 novembre 1932";"27 rue de la République";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081918";"Classé";"";"Collège des Jésuites (ancien)";"";"1998 DL 152 ; domaine public non cadastré";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844980.2715176302";"6317979.060015021";"4.806037623237018";"43.94589201499304";"43.94589201499304";"4.806037623237018"
"41";"Hôtel Fortia de Montréal";"Hôtel Fortia de Montréal";"PA00081855";"55";"";"-Façades et toitures de la partie de l'hôtel sise au n°8 : classement par arrêté du 6 février 1954-Façade sur rue et toitures de la partie de l'hôtel sise au n° 10 : classement par arrêté du 1er juillet 1954";"10 rue du Roi-René";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081855";"Classé";"";"Hôtel Fortia de Montréal";"";"1998 DL 277, 278 ; 2000 DL 1122, 1124";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845143.2811730205";"6318061.657529123";"4.808091102238021";"43.946601597096034";"43.946601597096034";"4.808091102238021"
"42";"Maison";"Maison";"PA00082226";"";"";"Les arcades subsistantes d'un monument romain augustéen dans les caves de la maison (cad. DK 1032) : classement par arrêté du 09 janvier 1993";"1-3 rue Favart";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00082226";"Inscrit";"";"Maison 1, 3 rue Favart";"";"1998 DK 1032";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844996.0856450554";"6318315.523472649";"4.806330417330094";"43.94891601557782";"43.94891601557782";"4.806330417330094"
"43";"Maison";"Maison";"PA00081929";"";"";"Façade et toiture de la maison sise place du Palais n°21: inscription par arrêté du 16 mai 1927";"21 place du Palais-d'Avignon";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081929";"Inscrit";"";"Maison 21, place du Palais";"";"1998 DI 510";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844988.7106016078";"6318605.680430965";"4.8063212473179915";"43.951528161226626";"43.951528161226626";"4.8063212473179915"
"44";"Immeuble";"Immeuble";"PA00081909";"103";"";"Les façades et toitures (cad. LL 340) : inscription par arrêté du 28 juillet 1966";"10 rue de la Petite-Fusterie";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081909";"Inscrit";"";"Maison 10, rue Petite Fusterie";"";"1966 LL 340 ; 1998 DI 373";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844844.7068272298";"6318408.50200681";"4.804471694348863";"43.9497837168159";"43.9497837168159";"4.804471694348863"
"45";"Maison";"Maison";"PA00081936";"";"";"Plaque de faïence datée de 1757 ayant servi d'enseigne à la fabrique de Carbonel, encastrée dans la façade : inscription par arrêté du 2 décembre 1932";"Place Saint-Joseph";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081936";"Inscrit";"";"Maison 13 bis, place Saint-Joseph";"";"1998 DK 284";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845413.5502403191";"6318694.652548095";"4.811637623808997";"43.952241085451384";"43.952241085451384";"4.811637623808997"
"59";"Immeuble";"Immeuble";"PA00081910";"";"";"Façades et toitures de l'immeuble sis 2 place de la Principale : inscription par arrêté du 28 octobre 1949";"2 place Principale";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081910";"Inscrit";"";"Maison 2, place de la Principale";"";"1998 DL 83";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845095.8064923005";"6318215.76376007";"4.807543840806123";"43.94799791416906";"43.94799791416906";"4.807543840806123"
"46";"Hôtel de Valabrègue";"Hôtel de Valabrègue";"PA00081878";"";"";"Ensemble des façades et toitures (sur rue, cour et jardin) ; cour d'honneur, y compris la calade et le grand portail sur rue ; sol du jardin et murs de clôture ; vestibule ; grand escalier, sa cage et sa rampe ; deux salons sur jardin avec leur décor, au premier étage ; grand et petit salons sur cour d'honneur avec leur décor au premier étage ; escalier à vis de la maison 16e siècle (cad. DK 450) : inscription par arrêté du 26 avril 1989";"4 rue de la Croix";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081878";"Inscrit";"";"Hôtel de Valabrègue (ancien)";"";"1998 DK 450";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845270.0123949159";"6318415.410925826";"4.8097702601095005";"43.94975828824248";"43.94975828824248";"4.8097702601095005"
"47";"Chapelle Notre-Dame-des-Miracles";"Chapelle Notre-Dame-des-Miracles";"PA00081823";"14";"";"Chapelle : inscription par arrêté du 24 novembre 1948";"13 rue Velouterie";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081823";"Inscrit";"";"Couvent des Minimes (ancien)";"";"1998 DH 314, 315";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844476.5875312828";"6317794.70489859";"4.799713010957224";"43.94433680905237";"43.94433680905237";"4.799713010957224"
"48";"Hôtel Adhémar de Cransac (voir aussi Hôtel Madon de Châteaublanc) ";"Hôtel Adhémar de Cransac (voir aussi Hôtel Madon de Châteaublanc) ";"PA00081838";"39";"";"-parcelle n° 122 (actuellement hôtel Madon de Châteaublanc), section DK : les façades et les toitures sur rues et sur cour et la cour intérieure caladée ; l'escalier d'honneur avec sa rampe en fer forgé ; les pièces suivantes avec leur décor : au rez-de-chaussée, vestibule d'entrée, salle à manger ; au premier étage, salon de musique, chambre aux Natoire et antichambre de l'aile Nord-parcelle n° 121 (actuellement hôtel d'Adhémar de Cransac), section DK : la cour caladée ; l'escalier d'honneur avec sa rampe à balustres ; les trois salons du premier étage donnant sur la rue du Vice Légat avec leur décor  : classement par arrêté du 27 juin 1983";"11 Rue Taulignan";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081838";"Classé";"";"Hôtel Adhémar de Cransac";"";"1998 DK 121";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845145.7180752305";"6318467.821977096";"4.808237295619917";"43.95025547007975";"43.95025547007975";"4.808237295619917"
"49";"Grenier à sel";"Grenier à sel";"PA00081836";"34";"";"Grenier à sel (ancien) (cad. DN 310) : classement par arrêté du 16 novembre 1984";"4 rue du Rempart-Saint-Lazare";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081836";"Classé";"";"Grenier à sel (ancien)";"";"1998 DN 310";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845441.4468716264";"6318798.18244505";"4.812014646105965";"43.95316681406476";"43.95316681406476";"4.812014646105965"
"50";"Maison";"Maison";"PA00081937";"109";"";"Façades de la maison : inscription par arrêté du 20 mai 1927";"26 rue des Teinturiers";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081937";"Inscrit";"";"Maison du Quatre de Chiffre (ancienne)";"";"1998 DL 535";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845627.0018795645";"6317883.810419746";"4.8140639427622585";"43.94490162244081";"43.94490162244081";"4.8140639427622585"
"53";"Vestiges antiques";"Vestiges antiques";"PA00081946";"";"";"Substructions antiques et murs de soutènement à contreforts semi circulaires (cad. DI 366) : classement par arrêté du 27 janvier 1978";"1 rue Racine";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081946";"Classé";"";"Forum romain (vestiges du)";"";"1998 DI 366";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844864.9793386251";"6318347.762001801";"4.8047068693501025";"43.94923305188827";"43.94923305188827";"4.8047068693501025"
"54";"Hôtel Jean de Sudre";"Hôtel Jean de Sudre";"PA00081931";"";"";"";"2 rue du Puits-de-la-Reille";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081931";"Classé";"";"";"";"";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844958.0572095735";"6318646.815247372";"4.8059512082760705";"43.95190457312856";"43.95190457312856";"4.8059512082760705"
"55";"Établissement de bains Pommer";"Établissement de bains Pommer";"PA00082218";"118";"";"Etablissement de bains Pommer (ancien), y compris ses éléments de fonctionnement (cad. DK 674) : classement par arrêté du 31 mars 1992";"68 rue Philonarde";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00082218";"Classé";"";"Etablissement de bains Pommer (ancien)";"";"1998 DK 674";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845451.9215021495";"6318145.638167407";"4.811958576769902";"43.9472935279654";"43.9472935279654";"4.811958576769902"
"56";"Hôtel de Caumont";"Hôtel de Caumont";"PA00081845";"";"";"Ensemble de l'hôtel de Caumont, y compris le sol de la cour et le sol du jardin (cad. MM 16p,17p) : classement par arrêté du 2 octobre 1964";"5 rue violette";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081845";"Classé";"";"Hôtel de Caumont (ancien)";"";"1964 MM 16p, 17p ; 1998 DH 167";"84007";"218400075";"20130716000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844866.0617624793";"6317840.010001894";"4.804575814106477";"43.944664441820805";"43.944664441820805";"4.804575814106477"
"57";"Maison ou ancien Hôtel Calvet de la Palun";"Maison ou ancien Hôtel Calvet de la Palun";"PA00081924";"98";"";"Façades et toitures sur la place du Palais et sur la rue Puits des Boeufs : classement par arrêté du 2 juin 1927";"3 place du Palais";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081924";"Classé";"";"Immeuble 3, place du Palais";"";"1927 KK 845 ; 2000 DI 722";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844980.0372734391";"6318478.751158414";"4.8061770647474855";"43.95038792610808";"43.95038792610808";"4.8061770647474855"
"58";"Hôtel de Rochegude";"Hôtel de Rochegude";"PA00081872";"68";"";"Façade avec balcon : inscription par arrêté du 4 octobre 1932";"6 rue des Trois-Faucons";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081872";"Inscrit";"";"Hôtel de Rochegude (ancien)";"";"1998 DL 161";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845093.7448068833";"6318022.747079829";"4.807463135870942";"43.94626171478794";"43.94626171478794";"4.807463135870942"
"60";"Hôtel Bernard de Rascas";"Hôtel Bernard de Rascas";"PA00081842";"42";"";"Hôtel Bernard de Rascas en totalité : classement par arrêté du 16 février 1967";"40 rue des Marchands";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081842";"Classé";"";"Hôtel Bernard de Rascas";"";"1967 KK 331, 332 ; 1998 DK 796";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845140.7091607074";"6318281.789388465";"4.808121855467398";"43.94858271405061";"43.94858271405061";"4.808121855467398"
"61";"Tour Saint-Jean-le-Vieux";"Tour Saint-Jean-le-Vieux";"PA00081953";"";"";"Tour Saint-Jean le Vieux : classement par arrêté du 24 avril 1909";"Place Pie";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081953";"Classé";"";"Commanderie  des Hospitaliers de Saint-Jean  de Jérusalem (ancien)";"";"1998 DK 530";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845292.9671005912";"6318283.945959611";"4.810018593479309";"43.94857072656286";"43.94857072656286";"4.810018593479309"
"62";"Hôtel de la Bastide";"Hôtel de la Bastide";"PA00081841";"";"18e";"Façade de l'Hôtel de la Bastide : inscription par arrêté du 4 octobre 1932";"16 allée des Trois-Pilats";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081841";"Inscrit";"";"Hôtel de la Bastide";"";"";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845425.0410411296";"6318582.129028115";"4.811748572334096";"43.95122630646419";"43.95122630646419";"4.811748572334096"
"63";"Maison de Forli, dite de la Reine Jeanne";"Maison de Forli, dite de la Reine Jeanne";"PA00081934";"78";"";"-Façade de la maison sise rue St-Etienne n° 22 : inscription par arrêté du 20 mai 1927-Façade de la maison sise rue St-Etienne n° 24 : inscription par arrêté du 20 mai 1927-Façade de la maison sise rue St-Etienne n° 24 bis : inscription par arrêté du 20 mai 1927";"24 rue Saint-Étienne";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081934";"Inscrit";"";"Maison des Forli, dite de la Reine Jeanne";"";"1998 DI 269, 270, 264";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844811.7544762959";"6318494.063615083";"4.804085666999119";"43.950560315937615";"43.950560315937615";"4.804085666999119"
"64";"";"";"";"";"";"Portail de l'ancien hôtel de Jocas à PERNES (Vaucluse) et la fontaine dans le jardin : inscription par arrêté du 08 septembre 1928";"Joseph Vernet (rue) 87";"";"";"";"Fontaine dans la cour";"";"1998 DH 298";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845204.7341156328";"6318829.33741791";"4.809075431463196";"43.95349596726023";"43.95349596726023";"4.809075431463196"
"65";"Hôtel des Taillades";"Hôtel des Taillades";"PA00081876";"72";"";"Façade sur rue et voûte du passage : inscription par arrêté du 4 octobre 1932";"58 rue Joseph-Vernet";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081876";"Inscrit";"";"Hôtel des Taillades";"";"1998 DH 78";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"844753.0566395447";"6318109.033747317";"4.803245131942907";"43.94710815466772";"43.94710815466772";"4.803245131942907"
"66";"Tour des Augustins";"Tour des Augustins";"PA00081949";"";"";"Tour des Augustins : classement par arrêté du 11 décembre 1912";"16 rue Carreterie";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081949";"Classé";"";"Couvent des Augustins (ancien)";"";"1998 DN 767";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845548.5553471226";"6318452.982913936";"4.813249869429861";"43.95003882968896";"43.95003882968896";"4.813249869429861"
"67";"Chapelle du Verbe Incarné";"Chapelle du Verbe Incarné";"PA00081822";"19";"";"Façade de l'ancienne chapelle du Verbe Incarné  : inscription par arrêté du 4 octobre 1932";"27 rue des Lices";"http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00081822";"Inscrit";"";"Couvent du Verbe Incarné (ancien)";"";"1998 DL 1056";"84007";"218400075";"20070612000000";"20130716000000";"";"Mairie Avignon";"Extraction des données relatifs aux monuments historiques du PSMV 20130716 d'Avignon.Le PSMV d'Avignon a été mis au format SIG/CNIG par la Ville d'Avignon.Les données iniales proviennent de l'Etat sous format microstation.";"1/1000";"";"";"";"t";"845344.0593833919";"6317941.027806587";"4.810556927179831";"43.945474859788746";"43.945474859788746";"4.810556927179831"
