id;idemprise;idarrete;shorturl;arretesrcid;collectivitelibelle;collectiviteid;collectiviteagencelibelle;collectiviteagenceid;documenttype;arretedebut;arretefin;empriseno;emprisetype;emprisedebut;emprisefin;mesures;localisations;idagence;publicationinternet;categoriesmodele;nommodele;parametresarrete;parametresemprise;parametresmesures;datecreation;datemodification;meta_millesime;meta_source;meta_resolution;meta_insee;meta_siren;meta_observations;meta_genealogie;meta_licence;meta_mairie_quartier;meta_iris_id;meta_200x200_id;meta_datcreat;meta_datmaj;meta_datsupp;geocod_methode;geocod_fiability;geocod_real_address;osm_node_id;osm_way_id;osm_rel_id;meta_actif;arretes_type;nom_fic;lamb93_x;lamb93_y;gps_x_long;gps_y_lat;latitude;longitude
90252;10255;850039778;https://dl.sogelink.fr/?ltMO2PMU;20-AT-1185;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20201116000000;20201231000000;2;CIRCULATION;2020-11-16T00:00:00Z;2020-12-31T00:00:00Z;Rétrécissement temporaire de largeur de voie; ROUTE DE MORIERES ET DIVERSES VOIES DE L'EXTRA MUROS;86177;t;Travaux;;;;;20201116094611.788;20201116094612.244;2020;;;84007;218400075;;;LO;;;;;20220319002520;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;847262.2686737988;6318685.6037088195;4.8346590641321265;43.951775557264334;43.951775557264334;4.8346590641321265
95365;19810;850053968;https://dl.sogelink.fr/?pTn0w6fo;21-AT-0582;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20210531000000;20210604000000;3;CIRCULATION;2021-05-31T00:00:00Z;2021-06-04T00:00:00Z;Rétrécissement temporaire de largeur de voie;DU 50 AU 72 RUE BANASTERIE;86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date d'envoi de la demande : 28/05/2021 00:00:00 ; Date de réception de la demande : 28/05/2021 00:00:00 ; Date de début de l'arrêté : 31/05/2021 00:00:00 ; Date de fin de l'arrêté : 04/06/2021 00:00:00 ; Description des travaux : de finalisation pour la mise en discrétion des câbles aériens, dans le cadre du projet de requalification de la rue Banasterie ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : CENTRE VILLE";Dates de l'emprise : Du 31/05/2021 00:00:00 au 04/06/2021 00:00:00;"Rétrécissement temporaire de largeur de voie | aménagement : compte tenu d'un empiètement temporaire sur une partie de la chaussée ; Rétrécissement temporaire de largeur de voie | conséquence : limitation de vitesse ; Rétrécissement temporaire de largeur de voie | largeur de voie maintenue : 0 ; Rétrécissement temporaire de largeur de voie | vitesse : 30 km/h";20210528144139.712;20210528144140.171;2021;;;84007;218400075;;;LO;;;;;20220319002615;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;845250.0240768043;6318643.269564977;4.809586375561181;43.95181252043637;43.95181252043637;4.809586375561181
97225;52736;850092479;https://dl.sogelink.fr/?gamw37vz;22-AT-0218;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20220314000000;20220315000000;1;CIRCULATION;2022-03-14T00:00:00Z;2022-03-15T00:00:00Z;Circulation interdite;RUE PEYROLLERIE, DE LA RUE BANASTERIE JUSQU'À LA RUE TAULIGNAN;86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date d'envoi de la demande : 24/02/2022 00:00:00 ; Date de réception de la demande : 24/02/2022 00:00:00 ; Date de début de l'arrêté : 14/03/2022 00:00:00 ; Date de fin de l'arrêté : 15/03/2022 00:00:00 ; Description des travaux : de reprise de la calde faisant suite à une fuite d'Eau en 2021 ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : CENTRE VILLE";Dates de l'emprise : Du 14/03/2022 00:00:00 au 15/03/2022 00:00:00;;20220228140348.746;20220228140349.186;2022;;;84007;218400075;;;LO;;;;;20220319002805;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;845141.4268659179;6318392.115905166;4.808162260585967;43.94957520507374;43.94957520507374;4.808162260585967
92437;34631;850072801;https://dl.sogelink.fr/?hZVTiygj;21-AT-1157;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20211014000000;20211015000000;2;DEVIATION;2021-10-14T00:00:00Z;2021-10-15T00:00:00Z;Déviation;" RUE DE LA PRETENTAINE; RUE LES ETOILES";86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date d'envoi de la demande : 04/10/2021 00:00:00 ; Date de réception de la demande : 04/10/2021 00:00:00 ; Date de début de l'arrêté : 14/10/2021 00:00:00 ; Date de fin de l'arrêté : 15/10/2021 00:00:00 ; Description des travaux : sur réseaux ou ouvrages électriques ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : MONTFAVET";Dates de l'emprise : Du 14/10/2021 00:00:00 au 15/10/2021 00:00:00;;20211007123214.917;20211007123215.353;2021;;;84007;218400075;;;LO;;;;;20220319002710;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;850396.8919563326;6317517.808832326;4.8733519954143745;43.94060642665914;43.94060642665914;4.8733519954143745
96459;34631;850072801;https://dl.sogelink.fr/?hZVTiygj;21-AT-1157;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20211014000000;20211015000000;2;DEVIATION;2021-10-14T00:00:00Z;2021-10-15T00:00:00Z;Déviation;" RUE DE LA PRETENTAINE; RUE LES ETOILES";86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date d'envoi de la demande : 04/10/2021 00:00:00 ; Date de réception de la demande : 04/10/2021 00:00:00 ; Date de début de l'arrêté : 14/10/2021 00:00:00 ; Date de fin de l'arrêté : 15/10/2021 00:00:00 ; Description des travaux : sur réseaux ou ouvrages électriques ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : MONTFAVET";Dates de l'emprise : Du 14/10/2021 00:00:00 au 15/10/2021 00:00:00;;20211007123214.917;20211007123215.353;2021;;;84007;218400075;;;LO;;;;;20220319002710;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;850396.8919563326;6317517.808832326;4.8733519954143745;43.94060642665914;43.94060642665914;4.8733519954143745
95369;19818;850053973;https://dl.sogelink.fr/?cXnNYpTd;21-AT-0567;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20210609000000;20210609000000;1;CIRCULATION;2021-06-09T00:00:00Z;2021-06-09T00:00:00Z;Rétrécissement temporaire de largeur de voie; RUE FAVART AU DROIT DU CHANTIER MAISON JEAN VILAR;86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date de réception de la demande : 26/05/2021 00:00:00 ; Date de début de l'arrêté : 09/06/2021 00:00:00 ; Date de fin de l'arrêté : 09/06/2021 00:00:00 ; Description des travaux : de déchargement d'un groupe électrogène du chantier Jean VILAR ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : CENTRE VILLE";Dates de l'emprise : Du 09/06/2021 00:00:00 au 09/06/2021 00:00:00;"Rétrécissement temporaire de largeur de voie | aménagement : compte tenu d'un empiètement temporaire sur une partie de la chaussée ; Rétrécissement temporaire de largeur de voie | conséquence : limitation de vitesse ; Rétrécissement temporaire de largeur de voie | largeur de voie maintenue : 0 ; Rétrécissement temporaire de largeur de voie | vitesse : 10 km/h";20210528145132.759;20210528145133.101;2021;;;84007;218400075;;;LO;;;;;20220319002615;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;844979.3717087754;6318301.7197255045;4.806118338613487;43.94879525976712;43.94879525976712;4.806118338613487
91347;19818;850053973;https://dl.sogelink.fr/?cXnNYpTd;21-AT-0567;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20210609000000;20210609000000;1;CIRCULATION;2021-06-09T00:00:00Z;2021-06-09T00:00:00Z;Rétrécissement temporaire de largeur de voie; RUE FAVART AU DROIT DU CHANTIER MAISON JEAN VILAR;86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date de réception de la demande : 26/05/2021 00:00:00 ; Date de début de l'arrêté : 09/06/2021 00:00:00 ; Date de fin de l'arrêté : 09/06/2021 00:00:00 ; Description des travaux : de déchargement d'un groupe électrogène du chantier Jean VILAR ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : CENTRE VILLE";Dates de l'emprise : Du 09/06/2021 00:00:00 au 09/06/2021 00:00:00;"Rétrécissement temporaire de largeur de voie | aménagement : compte tenu d'un empiètement temporaire sur une partie de la chaussée ; Rétrécissement temporaire de largeur de voie | conséquence : limitation de vitesse ; Rétrécissement temporaire de largeur de voie | largeur de voie maintenue : 0 ; Rétrécissement temporaire de largeur de voie | vitesse : 10 km/h";20210528145132.759;20210528145133.101;2021;;;84007;218400075;;;LO;;;;;20220319002615;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;844979.3717087754;6318301.7197255045;4.806118338613487;43.94879525976712;43.94879525976712;4.806118338613487
96460;34632;850072801;https://dl.sogelink.fr/?hZVTiygj;21-AT-1157;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20211014000000;20211015000000;3;DEVIATION;2021-10-14T00:00:00Z;2021-10-15T00:00:00Z;Déviation;" CHEMIN DE LA PREFETE; RUE LES ETOILES";86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date d'envoi de la demande : 04/10/2021 00:00:00 ; Date de réception de la demande : 04/10/2021 00:00:00 ; Date de début de l'arrêté : 14/10/2021 00:00:00 ; Date de fin de l'arrêté : 15/10/2021 00:00:00 ; Description des travaux : sur réseaux ou ouvrages électriques ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : MONTFAVET";Dates de l'emprise : Du 14/10/2021 00:00:00 au 15/10/2021 00:00:00;;20211007123214.917;20211007123215.353;2021;;;84007;218400075;;;LO;;;;;20220319002710;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;850216.2863539669;6317527.900694349;4.871106182748509;43.94073575852684;43.94073575852684;4.871106182748509
95370;19926;850054080;https://dl.sogelink.fr/?q8swxWmR;21-AT-0571;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20210607000000;20210617000000;1;CIRCULATION;2021-06-07T00:00:00Z;2021-06-17T00:00:00Z;Rétrécissement temporaire de largeur de voie;31 AVENUE DE L'ARROUSAIRE;86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date de réception de la demande : 27/05/2021 00:00:00 ; Date de début de l'arrêté : 07/06/2021 00:00:00 ; Date de fin de l'arrêté : 17/06/2021 00:00:00 ; Description des travaux : sur réseaux ou ouvrages de télécommunications ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : NORD ROCADE ; Date d'envoi de la demande : 27/05/2021 00:00:00";Dates de l'emprise : Du 07/06/2021 00:00:00 au 17/06/2021 00:00:00;"Rétrécissement temporaire de largeur de voie | aménagement : compte tenu d'un empiètement temporaire sur une partie de la chaussée ; Rétrécissement temporaire de largeur de voie | conséquence : limitation de vitesse ; Rétrécissement temporaire de largeur de voie | largeur de voie maintenue : 0 ; Rétrécissement temporaire de largeur de voie | vitesse : 30 km/h";20210531074853.906;20210531074854.346;2021;;;84007;218400075;;;LO;;;;;20220319002615;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;845530.9358931207;6317274.856533881;4.812693567500001;43.93944257532232;43.93944257532232;4.812693567500001
91348;19926;850054080;https://dl.sogelink.fr/?q8swxWmR;21-AT-0571;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20210607000000;20210617000000;1;CIRCULATION;2021-06-07T00:00:00Z;2021-06-17T00:00:00Z;Rétrécissement temporaire de largeur de voie;31 AVENUE DE L'ARROUSAIRE;86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date de réception de la demande : 27/05/2021 00:00:00 ; Date de début de l'arrêté : 07/06/2021 00:00:00 ; Date de fin de l'arrêté : 17/06/2021 00:00:00 ; Description des travaux : sur réseaux ou ouvrages de télécommunications ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : NORD ROCADE ; Date d'envoi de la demande : 27/05/2021 00:00:00";Dates de l'emprise : Du 07/06/2021 00:00:00 au 17/06/2021 00:00:00;"Rétrécissement temporaire de largeur de voie | aménagement : compte tenu d'un empiètement temporaire sur une partie de la chaussée ; Rétrécissement temporaire de largeur de voie | conséquence : limitation de vitesse ; Rétrécissement temporaire de largeur de voie | largeur de voie maintenue : 0 ; Rétrécissement temporaire de largeur de voie | vitesse : 30 km/h";20210531074853.906;20210531074854.346;2021;;;84007;218400075;;;LO;;;;;20220319002615;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;845530.9358931207;6317274.856533881;4.812693567500001;43.93944257532232;43.93944257532232;4.812693567500001
92438;34632;850072801;https://dl.sogelink.fr/?hZVTiygj;21-AT-1157;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20211014000000;20211015000000;3;DEVIATION;2021-10-14T00:00:00Z;2021-10-15T00:00:00Z;Déviation;" CHEMIN DE LA PREFETE; RUE LES ETOILES";86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date d'envoi de la demande : 04/10/2021 00:00:00 ; Date de réception de la demande : 04/10/2021 00:00:00 ; Date de début de l'arrêté : 14/10/2021 00:00:00 ; Date de fin de l'arrêté : 15/10/2021 00:00:00 ; Description des travaux : sur réseaux ou ouvrages électriques ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : MONTFAVET";Dates de l'emprise : Du 14/10/2021 00:00:00 au 15/10/2021 00:00:00;;20211007123214.917;20211007123215.353;2021;;;84007;218400075;;;LO;;;;;20220319002710;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;850216.2863539669;6317527.900694349;4.871106182748509;43.94073575852684;43.94073575852684;4.871106182748509
95372;19932;850054084;https://dl.sogelink.fr/?M3swAZBX;21-AT-0575;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20210616000000;20210618000000;1;CIRCULATION;2021-06-16T00:00:00Z;2021-06-18T00:00:00Z;Rétrécissement temporaire de largeur de voie;12 AVENUE DES SOURCES;86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date d'envoi de la demande : 28/05/2021 00:00:00 ; Date de réception de la demande : 28/05/2021 00:00:00 ; Date de début de l'arrêté : 16/06/2021 00:00:00 ; Date de fin de l'arrêté : 18/06/2021 00:00:00 ; Description des travaux : sur réseaux ou ouvrages de télécommunications ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : NORD ROCADE";Dates de l'emprise : Du 16/06/2021 00:00:00 au 18/06/2021 00:00:00;"Rétrécissement temporaire de largeur de voie | aménagement : compte tenu de la réalisation des travaux en bordure de voie ; Rétrécissement temporaire de largeur de voie | conséquence : limitation de vitesse ; Rétrécissement temporaire de largeur de voie | largeur de voie maintenue : 0 ; Rétrécissement temporaire de largeur de voie | vitesse : 30 km/h";20210531075608.771;20210531075609.135;2021;;;84007;218400075;;;LO;;;;;20220319002615;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;845583.753269184;6317524.215003687;4.8134225324;43.94167519642231;43.94167519642231;4.8134225324
91350;19932;850054084;https://dl.sogelink.fr/?M3swAZBX;21-AT-0575;MAIRIE D 'AVIGNON;;AVIGNON;;ARRETE TEMPORAIRE;20210616000000;20210618000000;1;CIRCULATION;2021-06-16T00:00:00Z;2021-06-18T00:00:00Z;Rétrécissement temporaire de largeur de voie;12 AVENUE DES SOURCES;86177;t;Travaux;AC2 - Arrêté temporaire travaux;"Date d'envoi de la demande : 28/05/2021 00:00:00 ; Date de réception de la demande : 28/05/2021 00:00:00 ; Date de début de l'arrêté : 16/06/2021 00:00:00 ; Date de fin de l'arrêté : 18/06/2021 00:00:00 ; Description des travaux : sur réseaux ou ouvrages de télécommunications ; ajout annexe : N ; chargé de MEP de la signalisation : Le demandeur de l'acte ; CHOIX SECTEURS : NORD ROCADE";Dates de l'emprise : Du 16/06/2021 00:00:00 au 18/06/2021 00:00:00;"Rétrécissement temporaire de largeur de voie | aménagement : compte tenu de la réalisation des travaux en bordure de voie ; Rétrécissement temporaire de largeur de voie | conséquence : limitation de vitesse ; Rétrécissement temporaire de largeur de voie | largeur de voie maintenue : 0 ; Rétrécissement temporaire de largeur de voie | vitesse : 30 km/h";20210531075608.771;20210531075609.135;2021;;;84007;218400075;;;LO;;;;;20220319002615;;;;;;;;;travaux impactant la circulation;84007-travauxArretes;845583.753269184;6317524.215003687;4.8134225324;43.94167519642231;43.94167519642231;4.8134225324
