id;millesime;num_site;name;name_impression;description;animations;condition_acces;unesco;monument_historique;musee_national;parcours;adresse;logo;tarifs;www;accessibilite;info_mail;info_tel;resa_mail;resa_tel;meta_datcreat;meta_datmaj;meta_datsupp;meta_insee;meta_siren;meta_source;meta_licence;meta_observations;meta_genealogie;meta_mairie_quartier;geocod_methode;geocod_fiability;geocod_real_address;meta_actif;nom_fic;lamb93_x;lamb93_y;gps_x_long;gps_y_lat;latitude;longitude
290;2021;23;Comme un arbre dans la ville;;En partenariat avec la mairie d’Avignon, France Nature Environnement Vaucluse propose une balade en famille dans le parc de l’Abbaye de Saint-Ruf et le parc Campo Bello afin de (re)découvrir la place de l’arbre en ville et notre lien avec lui;"Inscription obligatoire par mail 
Durée : environ 2h";Samedi 2 octobre, 9h30;;;;Bien vivre;Parc Campo Bello (6 rue Campo Bello);../media/photos/logos/fne.jpg;gratuit;;;;;justine.bati@fne-vaucluse.fr;;20210729092612;20210818145422;;84007;218400075;Mairie Avignon / Modernisation;LO;;;;manuelle;1;;t;84007-semaineDeveloppementDurable2021;845406.4999183945;6316335.709565249;4.8108759486632975;43.931018575030954;43.931018575030954;4.8108759486632975
287;2021;24;Le pique-nique des Chefs ;;"Le Pique-Nique des Chefs valorise les produits locaux et de saison et les circuits courts.
Sur place un marché de producteurs et une buvette agrémentent la manifestation";16 Chefs du Grand Avignon vous proposent un menu de saison à réserver sur le site ;Dimanche 3 octobre, de 11 h à 17 h;;;;Se nourrir;chemin de halage, île de la Barthelasse;;;http://www.lepiqueniquedeschefs.fr/;;;;;;20210728172502;20210818145450;;84007;218400075;Mairie Avignon / Modernisation;LO;;;;manuelle;1;;t;84007-semaineDeveloppementDurable2021;844551.3421559855;6318813.375153539;4.800933251764308;43.95348675612645;43.95348675612645;4.800933251764308
286;2021;22;Rencontre « Les enjeux alimentaires du 21e siècle »;;"Écologique
Les enjeux alimentaires concernent l’ensemble des pays du monde ainsi que leurs citoyens. Si 1 milliard de personnes souffrent actuellement de la faim et de la soif dans le monde, les inquiétudes concernant notre propre capacité à nourrir chacun d’entre nous en France sont grandissantes. Cette rencontre prend place dans ce contexte et invite à une réflexion d’ensemble sur nos choix en tant que société, en tant que structure mais aussi en tant qu’individu";"Accès piéton, train-bus-tram, accroches vélos disponibles
Public adulte";Samedi 2 octobre, de 15h30 à 17h;;;;Se nourrir;Bibliothèque Ceccano - 2 bis, rue Laboureur ;../media/photos/logos/logo cie.png;Gratuit. Entrée libre dans la limite des places disponibles;http://bibliotheques.avignon.fr/;;mailto:bm.webmaster@mairie-avignon.fr;;;;20210728172111;20210824162233;;84007;218400075;Mairie Avignon / Modernisation;LO;;;;manuelle;1;;t;84007-semaineDeveloppementDurable2021;845015.5122093267;6318004.486723245;4.806483712978339;43.946113531778586;43.946113531778586;4.806483712978339
275;2021;10;Balades urbaines « un regard croisé sur la nature en ville » : entre balade à Avignon et visite du Muséum Requien ;;"Dans la continuité de l’Atlas de la Biodiversité Communale, « un regard croisé sur la nature en ville : entre balade à Avignon et visite du Muséum Requien »

Découvrez le développement de la nature en ville intramuros, une sorte de trame verte, de jardin en jardin, confortée par les plantations des places, des rues et de jardins privés. Dans la continuité, au Muséum Requien, l’observation de spécimens issus des collections de la Ville d’Avignon ou de la Fondation Calvet permettra de compléter la sortie sur le terrain";"Niveau : facile 
Durée : +/- 1h30 de balade et 1h de visite du musée
Equipement : basket, bouteille ";Les lundis 20 et 27 septembre, 9h00;;;;Bien vivre;Le lieu de rendez-vous est communiqué à l’inscription;../media/photos/logos/aparecme.png;Réservation : CPIE Pays de Vaucluse ;;;;;;04.90.85.51.15;20210728162550;20210825100748;;84007;218400075;Mairie Avignon / Modernisation;LO;;;;manuelle;1;;t;84007-semaineDeveloppementDurable2021;844971.7499061031;6318335.675427566;4.806033094593044;43.9491023377682;43.9491023377682;4.806033094593044
293;2021;4;Greenfest 2021 - Festival de musique électronique - édition spéciale;;"Concert 

";"NHAR live
TILAK live
DIESE live";𝗦𝗔𝗠𝗘𝗗𝗜 𝟭𝟴 𝗦𝗘𝗣𝗧𝗘𝗠𝗕𝗥𝗘 de 𝟭𝟵𝗵 - 𝟬𝟭𝗵;;;;Se cultiver;𝗟𝗲 𝗧𝗶𝗽𝗶 – 𝗟𝗶𝗲𝘂 𝗳𝗲𝗿𝘁𝗶𝗹𝗲 𝗲𝘁 𝗲́𝗰𝗼𝗹𝗼𝗴𝗶𝗾𝘂𝗲, 57 Av. Einsenhower;;"Gratuit
CB (buvette) accepté, Foodtruck/espace restauration

Stand de tests antigéniques
Solution hydroalcoolique en libre-service
Sites accessibles aux personnes à mobilité réduite.
Écocups consignés (1 €)
Co-voiturage entre amis :
 http://bit.ly/2oTHr5t";https://www.facebook.com/inooveproduction;;;;;;20210818144240;20210818150300;;84007;218400075;Mairie Avignon / Modernisation;LO;;;;manuelle;1;;t;84007-semaineDeveloppementDurable2021;844185.4228636415;6316601.866925224;4.79574942831756;43.9336641917818;43.9336641917818;4.79574942831756
284;2021;20;Exposition « Araignées de Provence »;;Dans une salle du Muséum Requien, pendant un mois, l’arachnologue Anne Bounias-Delacour (« fils et soies ») vous présente ses photographies d’araignées provençales. Petits ou grands, ces animaux à 8 pattes ont des formes, des couleurs et des mœurs bien étonnants, qui sont expliqués par des textes rédigés par cette passionnée;;Du vendredi 1er au dimanche 31 octobre, du lundi au samedi, de 10h à 13h et de 14h à 18h;;;;Se cultiver;Muséum Requien – 67 rue Joseph Vernet ;../media/photos/logos/avignonmusee1.png;Entrée gratuite pour toutes et pour tous;;;museum.requien@mairie-avignon.com;04.13.60.51.20;;;20210728170645;20210825100748;;84007;218400075;Mairie Avignon / Modernisation;LO;;;;manuelle;1;;t;84007-semaineDeveloppementDurable2021;844784.782253927;6318060.997056656;4.8036265465380765;43.9466694344839;43.9466694344839;4.8036265465380765
285;2021;21;Fête de la Science : exposition « l’émotion de la découverte »;;"En 2021, c’est la 30e édition de cette Fête de la Science, partout en France, du 1er au 11 octobre ! A Avignon, c’est notamment le samedi 2 octobre qu’on retrouvera le Village des sciences, sur la Place de l’Horloge et dans le péristyle de l’Hôtel de Ville : des laboratoires, des institutions et des associations viendront vous présenter leurs recherches, pour mieux comprendre les avancées et les questionnements de la Science. Un moment à découvrir en famille, où diversité rime avec convivialité.
La thématique « l’émotion de la découverte » est déclinée à travers une exposition de photographies, et des vidéos à retrouver au fil de l’eau, sur Internet";;Samedi 2 octobre;;;;Se cultiver;Village des Sciences, place de l’Horloge;../media/photos/logos/fete.png;Manifestation dont les événements sont gratuits;;;;;;;20210728171707;20210825100748;;84007;218400075;Mairie Avignon / Modernisation;LO;;;;manuelle;1;;t;84007-semaineDeveloppementDurable2021;844968.103733038;6318387.12698082;4.806002344630194;43.949566012775804;43.949566012775804;4.806002344630194
289;2021;26;Conférence « Les araignées de Provence »;;En partenariat avec la Société d’Etudes des Sciences naturelles de Vaucluse, le Muséum Requien vous invite à une conférence de l’arachnologue Anne Bounias-Delacour. Cette passionnée, qui vit en Vaucluse, vous aidera à mieux connaître;"Durée : environ 1h30 (présentation + questions
Réservation recommandée ";Mercredi 6 octobre, 18h00;;;;Se cultiver;Muséum Requien – 67 rue Joseph Vernet ;../media/photos/logos/avignonmusee3.png;Conférence offerte pour toutes et pour tous;;;;;;04.13.60.51.20;20210728172945;20210825100748;;84007;218400075;Mairie Avignon / Modernisation;LO;;;;manuelle;1;;t;84007-semaineDeveloppementDurable2021;844788.8335573327;6318047.222625077;4.803673078408295;43.946544669293715;43.946544669293715;4.803673078408295
291;2021;16;Visite Bibliothèque éphémère;;Mise en avant du mode constructif de la bibliothèque basé sur des containers maritimes recyclés permettant un démontage « facile » pour être implantés sur autre site tout en proposant un confort d’usage élevé;;mardi 28 septembre, 17h00;;;;Produire et travailler;Parc du Clos de la Murette;;;;;;;;;20210729101231;20210818145114;;84007;218400075;Mairie Avignon / Modernisation;LO;;;;manuelle;1;;t;84007-semaineDeveloppementDurable2021;846466.3450958773;6315935.4564865595;4.823955340269109;43.92719792513036;43.92719792513036;4.823955340269109
282;2021;18;Visite de la coulée verte « comestible »;;"Cette visite guidée et commentée permettra de découvrir une coulée verte intitulée comestible dans le quartier ouest de la Ville. Espace paysager reconstitué en milieu urbain, résultat d’un véritable « travail de couture » visant à mobiliser des espaces et à les renaturer, bien souvent avec le concours des citoyens. 
Dés-imperméabilisation , végétalisation des remparts et des actions liées au budget participatif , gestion durable des espaces de nature, cheminements doux, stationnements perméables, végétalisation des pieds d’arbres, jardins partagés et micro-ferme urbaine « Le TIPI », parcs urbains naturels et ouverts…, cette balade urbaine « comestible » vous ouvrira les portes du retour de la nature en ville, à travers une vision globale illustrée de nombreux exemples";"Durée : 3 heures
Déroulé de la visite sous forme de déambulation de la Porte Saint- Charles jusqu’au parc de la Laïcité
Nécessite une bonne condition physique (4,5 km de marche avec arrêts commentés) 
Prévoir des chaussures de marche, un sac à dos, une gourde d’eau
Taille du groupe en fonction du contexte sanitaire / Inscription obligatoire
Retour libre";Mercredi 29 septembre, de 14h00 à 17h00;;;;Se nourrir;Porte Saint- Charles;;;;;;;patrice.henon@mairie-avignon.com;;20210728170038;20210818145149;;84007;218400075;Mairie Avignon / Modernisation;LO;;;;manuelle;1;;t;84007-semaineDeveloppementDurable2021;844759.3514520375;6317658.73606281;4.803195443965895;43.9430554090306;43.9430554090306;4.803195443965895
292;2021;4;Greenfest 2021 - Festival de musique électronique - édition spéciale;;Comme le disait Nietzsche autrefois "Sans musique la vie serait une erreur". Cette année, nous vous proposons un format adapté à la situation sanitaire afin que nous puissions tout de même nous retrouver autour de ce qui nous rassemble et illumine nos esprits : la musique et les artistes. Au programme de cette édition spéciale : une conférence/table ronde sur la transition écologique dans le secteur culturel avec intervention de David Irle et plusieurs associations avignonnaises, des ateliers gratuits de production musicale assistée par ordinateur, un buffet offert pour échanger sur le Green Fest de demain, une soirée dans une ferme urbaine et écologique et la diffusion d’un live exceptionnel enregistré sur l’esplanade du rocher des Doms avec des images sublimes du palais des papes. Plus que jamais on compte sur vous !;"𝟬𝟵𝗵 - 𝟭𝟮𝗵
Conférence/table ronde sur le thème de la transition écologique dans le secteur culturel. Intervention de David Irle et des associations avignonnaises Éco-Lab' Environnement et les jeunes pousses, avec le soutien de Greenpeace France.
Inscription : https://docs.google.com/.../1FAIpQLSd8HeG0xFFmLL.../viewform
𝟭𝟮𝗵
Cocktail dînatoire offert aux participants, festivaliers et membres d'Inoove Production : échanges sur le Green Fest de demain et les attentes artistiques des publics.
𝟭𝟰𝗵 - 𝟭𝟳𝗵
Atelier de création assistée par ordinateur (MAO musique électro) avec deux intervenants professionnels : Nicolas Borel et Franck Turrel
Inscription : https://docs.google.com/.../1FAIpQLSc0Z6.../viewform
Limité à 18 personnes maximum. Tous public à partir de 12 ans.";samedi 18 septembre, 9h à 17h;;;;Se mobiliser;𝗧𝗵𝗲́𝗮̂𝘁𝗿𝗲 𝗱𝗲 𝗹'𝗢𝘂𝗹𝗹𝗲 // 𝗟𝗮 𝗙𝗮𝗰𝘁𝗼𝗿𝘆, 19 Pl. Crillon;;"Gratuit
Stand de tests antigéniques
Solution hydroalcoolique en libre-service
Sites accessibles aux personnes à mobilité réduite.
Écocups consignés (1 €)
Co-voiturage entre amis : http://bit.ly/2oTHr5t";https://www.facebook.com/inooveproduction;Oui;;;;;20210818143345;20210818150353;;84007;218400075;Mairie Avignon / Modernisation;LO;;;;manuelle;1;;t;84007-semaineDeveloppementDurable2021;844714.2103646876;6318440.724516346;4.802855701610297;43.95010045624488;43.95010045624488;4.802855701610297
280;2021;15;Festival « C’est pas du luxe ! »;;"La culture, c’est d’abord le droit de s’exprimer librement, d’exercer ses propres pratiques culturelles, de développer et partager des connaissances. Au-delà d’un toit, des besoins vitaux, la culture n’est ni superflue, ni un supplément d’âme. Elle apparaît d’autant plus fondamentale, qu’elle est un puissant levier d’émancipation, de dignité et de citoyenneté. 
Cette conviction anime le Festival C’est pas du Luxe ! pour accompagner des projets artistiques et culturels au long cours, imaginés et construits entre artistes professionnels, personnes en situation de grande précarité et institutions culturelles.
Tous les deux ans, C’est pas du Luxe ! organisé en partenariat avec la Fondation Abbé Pierre, La scène nationale La Garance, et l’association Le Village regroupe ce foisonnement d’œuvres le temps d'un festival à Avignon. Trois jours de fête où sont présentées expositions, spectacles, concerts, films, dans plus d’une vingtaine de lieux de la ville. L’objectif ? Valoriser ces démarches et ceux qui les portent, inviter chacun à rencontrer l’autre, et faire évoluer le regard sur la précarité.";Programmation et infos pratiques sur;du vendredi 24 au dimanche 26 septembre;;;;Bien vivre;accueil Square Agricol Perdiguier, Jeudi de 14h à 19h  Vendredi de 10h à 21h  Samedi de 10h à 19h  Dimanche de 10h à 17h ;../media/photos/logos/1136_cest_pas_du_luxe.jpg;;http://cestpasduluxe.fr/;;;;;;20210728165452;20210824101156;;84007;218400075;Mairie Avignon / Modernisation;LO;;;;manuelle;1;;t;84007-semaineDeveloppementDurable2021;844963.2112960226;6317822.075587462;4.805780462044222;43.944483095082255;43.944483095082255;4.805780462044222
288;2021;25;Conférence « Les mouches »;;Les mouches sont des animaux souvent méconnus : pollinisatrices, nettoyeuses, inspirantes… elles ont des qualités qui pourraient vous les faire apprécier ! Au cours de cette conférence, le conservateur du Muséum Requien vous emmène à la découverte de ces diptères, et vous fait partager son intérêt pour les sciences naturelles;Durée : +/- 1h30 (conférence et questions);Mardi 5 octobre, 18h00;;;;Se cultiver;Musée Calvet, 65 rue Joseph Vernet;../media/photos/logos/avignonmusee2.png;Entrée offerte à toutes et à tous;;;;;;;20210728172712;20210825100748;;84007;218400075;Mairie Avignon / Modernisation;LO;;;;manuelle;1;;t;84007-semaineDeveloppementDurable2021;844772.6283437097;6318045.602103714;4.80347081495632;43.946533419851164;43.946533419851164;4.80347081495632
